cod_barras,descricao, novo Codigo interno
5011987018167,HELIX ULTRA SN 5W 20 1L,undefined
1801641,AVENTAL BORDADO SHELL,undefined
1801642,BROCA ACO RAPIDO X 11/64,undefined
1801643,REBITE KOSM/REB/NFIX,undefined
1801644,PARAF TELHA CH 5/16 BROC 5.5 12X19,undefined
1801645,VOLTIMETRO FM.LIG.DIR.72X72MM KR,undefined
1801646,CANALETA HELADUCT 20X20MM,undefined
1801647,TERM.PRE-ISOL.5/16,undefined
1801648,DISJUNTOR BIP 3KA C-6A,undefined
1801649,DISJUNTOR BIP 3KA C-10A,undefined
1801650,PRESILHA CH24 142MM,undefined
1801651,TRANSF.MONO.E-UNIV.S-12/24/110/220,undefined
1801652,CABO LAN CAT6 4P 24AWG CZ LSZH,undefined
1801653,FONTE 12VDC 10A 3T-FCM12V10A,undefined
1801654,NIPPLE DE 2 POLEGADAS,undefined
1801655,JOELHO DE 2 POLEGADAS,undefined
1801656,TUBO DE 6M 2 1/2 P/ 2 POLEGADAS,undefined
1801657,LUVA DE REDUÇÃO 2 1/2 P/ 2 POLEGADA,undefined
1801658,UNIAO 2 1/2 C/JUNTA DE FERRO,undefined
1801659,NIPPLER DE 2 1/2,undefined
1801660,FILTRO SOFT EVEREST (2 EM 1),undefined
1801661,TELHA TRAPEZOIDAL,undefined
1801662,BICO INFLADOR MODELO EUROPEU,undefined
1801663,ABRACADEIRA DE FITA 1/4,undefined
1801664,SUPORTE PORTA TUDO P/ CONE PLASTCOR,undefined
1801665,ADESIVOS - DIVERSOS,undefined
1801666,PLACAS DIVERSAS,undefined
1801667,COLA FORMICA ADESIVO DUNDUN LATAO,undefined
1801668,FORM BRANCA PP 0060 TX PERTECH,undefined
1801669,MDF FLORAPLAC COPENHAGEN 15MM 2FC,undefined
1801670,MDF FLORAPLAC NOGUEIRA GAVILLE 15MM,undefined
1801671,ESM GLASURIT BR CINZA ESCURO GL 3,6,undefined
1801672,TRINCHA ATLAS 319 1,1/2,undefined
5011987242067,HELIX HX6 15W 40-4L,undefined
1801673,REFIL MOPINHO HEXA CORT ALG BR CERT,undefined
5011987018143,HELIX ULTRA SN/GF-5 5W 30 1L,undefined
1801674,HASTE TERRA C/ROSCA PROLON 5/8 X2 4,undefined
1801675,CONECTOR P HASTE DE TERRA,undefined
1801676,LUVA DE EMENDA P HASTE TERRA INTELI,undefined
1801677,CABO COBRE NU 19FIOS 50MM,undefined
1801678,ARROZ BENEF TIA SHEILA TP1 BR 1KG,undefined
1801679,MANTA ASF VITMANTA ALUMINIO NE V011,undefined
1801680,CAMERA INFRA VERMELHO VM325IR,undefined
1801681,TELHA FIBROCIMENTO 1,10X6MMX1,22,undefined
1801682,PAP HIG BR 30M C/4 FLORAL NEUTRAL,undefined
1801683,PASTA SANF 31 DV OF CR YES EP31FSCR,undefined
1801684,AROMAT 360ML TALCO ULTRA FRESH,undefined
1801685,SACO LIXO 60L PT C/100 NORBAG,undefined
1801686,ESPONJA D FACE 71X110 BETTANIN,undefined
1801687,BOB TERMICA 80X40 C/30 PALHA MAXPRI,undefined
1801688,SACO LIXO 100L PT C/100 LIMPBAG,undefined
7891342012287,FILTRO TECFIL PEL674,undefined
1801689,FAIXA LITROS POR LETRAS,undefined
1801690,FAIXA FURADA LITROS POR LETRAS,undefined
1801691,CARTAS LITROS POR LETRAS,undefined
1801692,ADESIVO DE PORTA COM BATATA 37X18CM,undefined
1801693,T BALCAO LITROS POR LETRAS C/BATATA,undefined
1801694,ADESIVO DE PORTA PADRAO,undefined
1801695,T CAIXA LITROS POR LETRAS,undefined
1801696,TOBLERONE LITROS POR LETRAS,undefined
1801697,BANNER LITROS POR LETRAS,undefined
1801698,T SENTINELA LITROS POR LETRAS,undefined
1801699,T BOMBA LITROS POR LETRAS,undefined
1801700,PORTA FOLHETO LITROS POR LETRAS,undefined
1801701,CRACHA,undefined
1801702,GIBI FRANTISTA LITROS POR LETRAS,undefined
1801703,JOGO AMERICANO LITROS P LETRA C BAT,undefined
1801704,GIBI LITROS POR LETRAS COZINHA,undefined
1801705,GIBI LITROS POR LETRAS ESPAÇO,undefined
1801706,GIBI LITROS POR LETRAS SONHOS,undefined
1801707,FOLHETO,undefined
1801708,FOLHETO LITROS POR LETRAS,undefined
1801709,PRESSOSTATO MOD B4 20V XFS 1,4 A 14,undefined
1801710,PICHE EXTRA 3,6 LTS VEDACIT 140115,undefined
1801711,VENTILADOR ARNO 40CM TURBO,undefined
1801712,FUSIVEL 20A,undefined
1801713,FUSIVEL 12A,undefined
1801714,MANTA ASF VITMANTA 4 NE V0110569,undefined
1801715,SHAMPOO SUPERSPUMA 20L,undefined
1801716,CERA IMPERMEABILIZANTE 20L,undefined
1801717,EMOLIENTE 20L,undefined
1801718,CAFE MOIDO VACUO PURO 250G,undefined
1801719,AP UNIFI UAP 20DBM 2 4GHZ 120MT BGN,undefined
1801720,FONTE PSU SANSUNG 90W,undefined
1801721,LUVA DE VAQUETA PETROLEIRA CA 35693,undefined
1801722,OCULOS DE SEGURANÇA SPARROW CINZA,undefined
1801723,ESGUINCHO REGULAVEL 1/2,undefined
1801724,3V 200MAH LITIO 20X3,2MM BANDEJA 20,undefined
1801725,CHAPA PLANA 0,48MM GA 2000X1000MM,undefined
1801726,BUCHA DE REDUÇÃO SOLDAVEL 32X25,undefined
1801727,VALVULA DE SUCÇÃO 11/4,undefined
1801728,CURVA M-F 90 1,undefined
1801729,COTOVELO F-F 90 1,undefined
1801730,TEE F-F 1,undefined
1801731,LUVA F-F 1,undefined
1801732,NIPLE DUPLO 1.1/4,undefined
1801733,CABO PP 1KM 2X1.00MM,undefined
1801734,CABO PP 1KW 4X2.5MM,undefined
1801735,CHAVE MAR TRIPOLAR CS 102 30A,undefined
1801736,FITA VEDA ROSCA 18MM X 50MTS,undefined
1801737,TUBO ROSCA PVC BRASIL 1X6MTS,undefined
1801738,TUBO ROSCA PVC BRASIL 1.1/4X6MTS,undefined
1801739,CORDA MA SEDA 08MM,undefined
1801740,ABRACADEIRA ROSCA S/FIM 14-22,undefined
1801741,ABRACADEIRA ROSCA S/FIM 25-38,undefined
1801742,ABRACADEIRA ROSCA S/FIM 19-27,undefined
1801743,SUPER COLA TUBO 75GR,undefined
1801744,ADAPTADOR SOLDAVEL 60X2,undefined
1801745,LUVA SOLDAVEL 25MM,undefined
1801746,ESPIGAO M/F 1 NTP X 3/4 ESC,undefined
1801747,ADAPTADOR INTERNO 3/4,undefined
1801748,ADAPTADOR INTERNO 1,undefined
1801749,JOELHO 90 PVC 1,undefined
1801750,ADAPTADOR SOLDAVEL 25X3/4,undefined
1801751,UNIAO COM ASSENTO BRONZE 1,undefined
1801752,JOELHO 90 SOLDAVEL 60MM,undefined
1801753,LUVA PVC ROSCA 2,undefined
1801754,LUVA SOLDAVEL LR 25X3/4,undefined
1801755,TUBO PVC SOLDAVEL 60MM,undefined
1801756,UNIAO COM ASSENTO BRONZE 1 1/4,undefined
1801757,TAMPAO 1,undefined
1801758,LUVA SOLDAVEL 32MM,undefined
1801759,FITA ISOLANTE 19X20MTS SCOTH 33+,undefined
1801760,UNIAO SOLDAVEL 60MM,undefined
1801761,LUVA SOLDAVEL 60MM,undefined
1801762,SERRA STARRET BI METAL FLEX 1218D,undefined
1801763,TOMADA TRIPLA 2P+T GRAFITE FAME,undefined
1801764,ADAPTADOR ELETRICO 2P+T REV P PADRA,undefined
1801765,UNIAO PVC ROSCA 1,undefined
1801766,ADESIVO JUNTA DIESEL 73G 3M,undefined
1801767,NIPLE PVC ROSCA 1,undefined
1801768,BUCHA DE REDUCAO PVC 1X3/4,undefined
1801769,BOMBA SUBMERSA ORIENTE 850 380W 220,undefined
1801770,ROTEADOR UNIFI S/N,undefined
1801771,POS WIFI EFT930W INGENICO S/N,undefined
1801772,ARROZ BENF BRANCO VENEZA,undefined
1801773,BISCOITO C CRACKER BONSABOR 330GR,undefined
1801774,MACARRAO ESPAGUETE ARAGUIA,undefined
1801775,MAC BONSABOR C ESPAGUETE 500G,undefined
1801776,FAR TRIGO D BENTA C FERM KG,undefined
1801777,ELETRODUTO PVC ROSC.TIGRE 3/4,undefined
1801778,LUVA ELET. PVC ROSC. TIGRE 3/4,undefined
1801779,ARAME GALVANIZADO N.18,undefined
1801780,CABO PP 500V COBREMACK 3X1,5MM,undefined
1801781,PLUG FEMEA 2P+T 10A PT,undefined
1801782,COMPRESSOR FFU130HAX 220V 60HZ,undefined
1801783,PL 7799 A SECANTE,undefined
1801784,SENSOR SOB PRES FRONTAL MICR EXATRO,undefined
1801785,SENSOR PRESE TETO C FOTO SOB EMB EX,undefined
1801786,LAMPADA TUDO LED T8 120CM 18W 6500K,undefined
1801787,AVENTAL DE FRENTE PRETO UNICO,undefined
1801788,SUVINIL PISO CINZA ESCURO GL 3,6L,undefined
1801789,ESM.SUVINIL BR PRETO GL 3,6L,undefined
1801790,ROLO ATLAS AT328/05 LA CARNEIRO,undefined
1801791,ROLO ATLAS AT21/10 ANTIGOTA + GARFO,undefined
1801792,GESSO GESSOMIX KG,undefined
1801793,LATEX SUVINIL MAXX AREIA GL 3,6LT,undefined
1801794,PINCEL ATOMICO AZ PILOT,undefined
1801795,LAPISEIRA 0.7 PONTA METAL DESART,undefined
1801796,ALCOOL GEL 500ML 70 ZULU CNA,undefined
1801797,MOP UMIDO ALGODAO 190G BETTANIN,undefined
1801798,CX CORRESP SIMPLES ACRIMET 211,undefined
1801799,GRAMPO TRILHO METAL C/50 JOCAR,undefined
1801800,PANO LIMPEZA LEVE C/5 RS ALKLIN,undefined
1801801,ESCOVA SANILUX C/ SUPORTE BETTANIN,undefined
1801802,SABAO PO 500G LAVANDA INVICTO,undefined
1801803,COLA BR 40G GLINORTE,undefined
1801804,ALMOFADA CARIMBO N3 AZ T.PLAST,undefined
1801805,LIXEIRA BASCULANTE BELOSCH,undefined
1801806,EMENDA H RIGIDA BRANCA P,undefined
1801807,ARREMATE F BRANCO P,undefined
1801808,FORRO PVC GEMINADO 200X8MM BRANCO 7,undefined
1801809,FORRO PVC FRISADO S CANAL BRANCO6M,undefined
1801810,FORRO PVC FRISADO S CANAL BRA 6,50M,undefined
1801811,FORRO PVC FRISADO S CANAL BRANC 7M,undefined
1801812,FORRO PVC S CANAL BRANC 8M,undefined
1801813,EMENDA H RIGIDA BRANCA,undefined
1801814,GORDURA VEG ESP 14,5KG CUKIN FRY,undefined
1801815,CAMISA SOCIAL MASCULINA VERM P,undefined
1801816,CAMISA SOCIAL MASCULINA VERM M,undefined
1801817,CAMISA SOCIAL MASCULINA VERM G,undefined
1801818,CAMISA SOCIAL MASCULINA VERM GG,undefined
1801819,CALÇA PROFISSIONAL MASCULINA P,undefined
1801820,CALÇA PROFISSIONAL MASCULINA M,undefined
1801821,CALÇA PROFISSIONAL MASCULINA G,undefined
1801822,CALÇA PROFISSIONAL MASCULINA GG,undefined
1801823,BONE PROFISSIONAL VERMELHO UNICO,undefined
1801824,CAMISA SOCIAL MASCULINA BRANCO M,undefined
1801825,CAMISA SOCIAL MASCULINA BRANCO G,undefined
1801826,CAMISA SOCIAL MASCULINA AMARELO P,undefined
1801827,CAMISA SOCIAL MASCULINA AMARELO M,undefined
1801828,CAMISA SOCIAL MASCULINA AMARELO G,undefined
1801829,CAMISA SOCIAL MASCULINA AMARELO GG,undefined
1801830,CALÇA MASCULINA PRETO P,undefined
1801831,CALÇA MASCULINA PRETO M,undefined
1801832,CALÇA MASCULINA PRETO G,undefined
1801833,CALÇA MASCULINA PRETO GG,undefined
1801834,BONE, COM SEIS GOMOS, BORDADO FRONT,undefined
1801835,CAMISA SOCIAL FEMININA BRANCO G,undefined
0304001,POTE TERMICO DART 480ML,undefined
0304002,TAMPA TERMICA DART,undefined
0304003,POTE TERMICO C/TAMPA 750ML,undefined
1801836,LIXEIRA BASCULANTE BELOSCH 20 L,undefined
1801837,LIXEIRA BASCULANTE BELOSCH 100 L,undefined
1801838,ANEL COMPRESSÃO 1ET,undefined
1801839,ANEL GUIA 1ET,undefined
1801840,ANEL COMPRESSÃO 2ET,undefined
1801841,ANEL GUIA 2ET,undefined
1801842,ANEL GUIA 3ET,undefined
1801843,ANEL COMPRESSÃO 4ET,undefined
1801844,ANEL GUIA 4ET,undefined
1801845,CASQUILHO ASPRO IODM,undefined
1801846,KIT REPARO VALVULA SUC 1/2ET,undefined
1801847,KIT REPARO VALVULA DESC 1/2ET,undefined
1801848,KIT REPARO VALVULA SUC 3ET,undefined
1801849,KIT REPARO VALVULA DESC 3ET,undefined
1801850,KIT REPARO VALVULA DESC 4ET,undefined
1801851,KIT REPARO VALVULA ANTI RETORNO,undefined
1801852,ANEL COMPRESSÃO 3ET,undefined
7891342013130,FILTRO TECFIL PSL557,undefined
1801853,PLAFON LED QD.11X11CM BIV.6000K,undefined
1801854,HONDA - MOTOS / XRE 190,undefined
1801855,ESTANTE DE ESCRITORIO,undefined
1801856,CAMERA VM 325 IR CINZA GRAFITE 6MM,undefined
1801857,MONITOR 19 5 LED AOC WIDE E2070SWN,undefined
1801858,CALCULADORA MESA 08 DIG BAT SHENG,undefined
1801859,PL PCI-E 2S SERIAL 9049 COMT,undefined
1801860,SABONETEIRA INOX 800ML,undefined
1801861,BORRACHA RODO VIDRAÇA 25 CM,undefined
1801862,REFIL P/ RODO VIDRAÇA (LÃ) 25CM,undefined
1801863,UNIAO S/B 150LBS FG 1/2 (TUPY),undefined
1801864,NIPLE FG 150LBS 1/2 TUPY,undefined
1801865,TE FG 150LBS 1/2,undefined
1801866,VALV. ESF TRIP VETS 1/2,undefined
1801867,FITA PTFE 18MMX50M=VEDA ROSCA,undefined
1801868,LUVA FG 150LBS 1/2,undefined
1801869,TERMINAL COMPRESS.INTELLI TM150,undefined
1801870,TERMINAL COMPRESS.INTELLI TM-185,undefined
1801871,CABO FLEXIVEL 1KV PHELPS,undefined
1801872,TUBO TERMOC. 25.4/12.7,undefined
1801873,LUM.SOB.REFL/ALET.RSDS INDELPA 2X32,undefined
1801874,CALÇA C/2 BOLSOS TRAS ELAST ATRAS,undefined
1801875,CAMISA SOC M CURTA COM 1 BOLSO,undefined
1801876,CAMISA SOC M LONGA C/ PALA 2 PREGAS,undefined
7898084120485,ADIT DRAFT P/RAD ORG.ROSA 1L,undefined
7898084120492,ADIT DRAFT P/RAD SINT.VERD1L,undefined
1801877,FITA GOMADA 38X50 TARTAN 3M 2564,undefined
1801878,DETERGENTE 500ML NEUTRO FC,undefined
1801879,TINTA CARIMBO 40ML AZ RADEX 1668,undefined
1801880,COLHER REF BR C/50 STRAW CSB602,undefined
1801881,FLANELA 30X40 AM LIBIOMAR 75,undefined
1801882,QUIMILAB VERONA HERBAL 5L,undefined
1801883,DETERGENTE 5L NEUTRO CLINIL,undefined
1801884,CINZEIRO LIXEIRA INOX JSN,undefined
1801885,CLORO LIQUIDO IDEAL 5L 10%,undefined
1801886,MAQ SOLDA BANTAM BRASIL 250 220V,undefined
1801887,BROCA,undefined
1801888,FITA DEM ADESIVA 100X30,undefined
1801889,CH MANDRIL S-2 BOSCH,undefined
1801890,FLANELOGRAFO 1,00X1,20 AMARELO,undefined
1801891,BLUSA OXFORDINE M CAVA,undefined
1801892,CJ CALCA TWO WAY SEM GOLA M LONGA,undefined
1801893,CALCA THO WEY C BOLSO TRASEIRO FEM,undefined
1901023,TANQUE SHELL HELIX HX8 400L,undefined
1901024,EQUIP P/ TROCA DE GRAXA/OLEO LUBRIF,undefined
1801894,DETERGENTE LIQUIDO 5L NEUTRO AGEX,undefined
7798001695747,FILTRO WEGA WO-133,undefined
1801895,SACO DE LIXO 200L PTO 90X110X0,15,undefined
1801896,SACO LIXO 200L PTO 90X110X0,15 PLAS,undefined
1801897,CANUDO RETO SACHE 500UN GLU GLU,undefined
1801898,PL MEM DDR3 1600 4GB,undefined
1801899,DECORA S.B.BRANCO NEVE 18LT,undefined
1801900,RENDE MUITO ACR.BRANCO NEVE 18LT,undefined
1801901,KIT P/ PINTURA TIGRE ANTI-RESPINGO,undefined
1801902,DECORA S.B.BRANCO NEVE GL 3,6LT,undefined
1801903,ROLO TIGRE 1346 15 LA CARNEIRO 13MM,undefined
1801904,MACARRÃO ALTEZA ESPG 500G,undefined
1801905,OLEO SOJA REF SOYA 900ML,undefined
1801906,CH ALLEN JG 09P 1,5-10MM,undefined
1801907,BOB TERMICA 57X300 PONTO ELET C/3,undefined
1801908,BALDE 14L ZIG ZAG C/ESP BETTANIN,undefined
1801909,CORDÃO PARARELO 300V COBREMACK,undefined
1801910,CAIXA DE PASS. CEGA 102X102X55,undefined
1801911,FONTE ELETRICA 12V 02A,undefined
1801912,FORTCRYL DEMARCAÇÃO AMARELA 3,6GL,undefined
1801913,CORALIT A.B BRANCO 3,6LT GL AKZO,undefined
1801914,TRINCHA ATLAS 395 4,undefined
1801915,FITA CREPE 48X50 MASK ADELBRAS 710,undefined
1801916,LIXA P/FERRO,undefined
1801917,ROLO ATLAS 306,undefined
1801918,SOLVENTE THINNER,undefined
1801919,TRINCHA ATLAS 396,undefined
1801920,REMOVEDOR GEL EUCATEX,undefined
1801921,CABO LAN CAT6 4P 23 AWG,undefined
1801922,MICRO SWITE ASPRO C/RODANA,undefined
1801923,LIMPA CERAMICA 5L AZULIM,undefined
1801924,LUVA LATEX AMARELA SLIM RAM M VOLK,undefined
1801925,MAQ CAFE MONARCHA POPULAR,undefined
7891342014533,FILTRO TECFIL PEL726,undefined
1801926,DEPOSITANTE INTELIGENTE DE CEDULAS,undefined
1801927,ARANDELA DR650 6,50 35W,undefined
1801928,CANETA RETROPROJETOR PILOT 2.0 AZUL,undefined
1801929,CANETA RETROPROJETOR PILOT 2.0 PRET,undefined
1801930,CLIPS ACC 2/0 CX C/500 GRS GALV.,undefined
1801931,CLIPS ACC 6/0 CX C/500 GRS GALV,undefined
1801932,PASTA AZ FRAMA MEMORANDO LARGA,undefined
1801933,PASTA SUSPENSA KRAFT VARETA PLASTIC,undefined
1801934,CANETA COMPACTOR 0.7 FINA CX C/50 A,undefined
1801935,GRAMPEADOR 26/6 PLASTICO 25 FLS PRE,undefined
1801936,FLANELA MEDIDA 29 X49,undefined
1801937,ALMOFADA CARIMBO JAPAN N3,undefined
1801938,SUPORTE DUREX JOCAR PEQUENO PRETO,undefined
1801939,TESOURA JOCAR 20CM GRANDE,undefined
1801940,COPO AGUA 150ML C/100 UN BRANCO,undefined
1801941,LAPISEIRA 0.7 CIS DELTA TRIANGULAR,undefined
1801942,P.TOALHA JOCAR C/2400 FLS,undefined
1801943,BOBINA RELOGIO PONTO 57X300 CX C/6,undefined
1801944,FITA DUREX 3M TRANSP. 12X40 GRD,undefined
1801945,PANO DE CHAO ALVEJADO 36X60,undefined
1801946,DESOD. AMBIENTAL U.FRESH 360ML TALC,undefined
1801947,BALDE MOPINHO C/ ESPREMEDOR 12LTS,undefined
1801948,DETERGENTE YPE C/500ML ,undefined
1801949,CAFE PRINCIPAL VACUO 250G,undefined
1801950,CINTO SEG NYL CG-750 C/TALAB,undefined
1801951,SABONETE LIQUIDO CREMOSO 5L,undefined
1801952,CORDÃO CIDADE LOTE 2,undefined
1801953,FAIXA PROMOCIONAL CIDADE TANQUE CHE,undefined
1801954,CARTA CROQUI CIDADE TANQUE CHEIO,undefined
1801955,CARTAZ LUBES CIDADE TANQUE CHEIO,undefined
1801956,TUBLERONE LUBES CIDADE TANQUE CHEIO,undefined
1801957,FAIXA PREÇO GASOLINA COMUM + DNA,undefined
1801958,BANNER CIDADE TANQUE CHEIO,undefined
1801959,TOPO DE SENTINELA CIDADE TANQUE CHE,undefined
1801960,TOPO DE BOMBA CIDADE TANQUE CHEIO,undefined
1801961,CARTAZ COLUNA CIDADE TANQUE CHEIO,undefined
1801996,NIPLE,undefined
1801962,CRACHA CIDADE TANQUE CHEIO,undefined
1801963,UDP A ICL CDCP 2 41,2,500,undefined
1801964,MABPOXY PRIMER VERMELHO OXIDO 3,6LT,undefined
1801965,MABPOXY EPOX 1198 AMARELO 3,6LT,undefined
1801966,ROLO ATLAS 329 09 LA VELUDO,undefined
1801967,ROLO ATLAS 406 09 POLIESTER CINZA,undefined
1801968,BRISACAR DETERG. P/ PARABRISA 100ML,undefined
1801969,GERTEC PIN PAD CRIPTOGRAFADO USB,undefined
1801970,DISPLAY INFLAVEL TAM. DE 4X3,60,undefined
1801971,CAIXA PVC,undefined
1801972,SERRA COPO REGULAR,undefined
1801973,BOBINA TERMICA 80X40 PALHA,undefined
1801974,PRIMER UNIVERSAL CINZA FARBEN 0,9LT,undefined
1801975,TINTA PREP.BRANCO PURO 3,6000L,undefined
1801976,COMP 1.1/4 220V R404-A TECUMSEH,undefined
1801977,TUBO PEAD PROTECAO SECUNDARIA,undefined
1801978,TERMINAL ELETROSOLDAVEL,undefined
1801979,LUVA ELETROSOLDAVEL,undefined
1801980,BOOT OU FLANGE DE VADACAO,undefined
1801981,TERMOMETRO DER DE PETR,undefined
1801982,LUB-35E-I TERMINAL 1 ALTA VAZAO,undefined
1801983,PLACA SENSOR,undefined
1801984,BISCOITO STA NAGA C. CRACKER 400GR,undefined
1801985,LEITE EM PO BETANIA PCT 200GG,undefined
1801986,COPO CAFE 50ML FC C/100 UN BRANCO,undefined
1801987,SABONETE LIQ. 5L ETEZUS ERVA DOCE,undefined
1801988,PAPEL HIG. 300M C/8 RL LIZ BRANCO,undefined
1801989,TOMADA MULTIPLA 2P+T CZ CLARO,undefined
1801990,CABO FLEXIVEL 1KV COPERLINE,undefined
1801991,PLUG MACHO,undefined
1801992,FILTRO BULK,undefined
1801993,CABECOTE BULK,undefined
1801994,FILTRO COMBUSTIVEL BULK,undefined
1801995,LUVA,undefined
1801997,BUCHA REDUCAO,undefined
1801998,COTOVELO,undefined
1801999,JUNTA LIQUIDA,undefined
1802001,PARAFUSO ADAPTADOR,undefined
1802002,MANOMETRO,undefined
1802003,MODULO TOM,undefined
1802004,CONJ 2 INTERR.SIMPLES,undefined
1802005,CONJ 3 INTERR.SIMPLES,undefined
1802006,CONJ 2 TOM 2P+T,undefined
1802007,SUPORTE HORIZONTAL,undefined
1802008,PLACA CEGA,undefined
1802009,PLACA 1POSTO HORIZONTAL,undefined
7891342013345,FILTRO TECFIL PEL722,undefined
1802010,KIT L R C (PLACA E LIVRO RECLAMAÇÃO,undefined
1802011,TANQUE SUB JAQ INOX 15000L ARLA,undefined
1802012,DETERGENTE REAL C/ 500ML NEUTRO,undefined
1802013,ALCOOL REAL C/1000ML,undefined
1802014,MOP REFIL BETTANIN,undefined
1802015,DENSIMETRO FLUTUADOR,undefined
1802016,OLEO SOLUVEL,undefined
1802017,MANGUEIRA ABASTECIMENTO CURTA 200MM,undefined
1802018,BIELA ASPRO,undefined
1802019,PINO BIELA ASPRO,undefined
1802020,TUBO PEAD,undefined
1802021,FLANGE VADACAO,undefined
1802022,SUMP DE TANQUE COM KIT FIXACAO,undefined
1802023,TRANSICAO ELETROSOLDAVEL,undefined
1802024,SPILL DE MONITORAMENTO,undefined
1802025,TUBO ACO,undefined
1802026,CAIXA DE PASSAGEM PARA SENSOR DE MO,undefined
1802027,SUMP DE BOMBA,undefined
1802028,SPILL DE ABASTECIMENTO,undefined
1802029,CAMARA DE CALCADA,undefined
1802030,BANDEJAS FAST FOOD,undefined
1802031,TACAS 230ML,undefined
1802032,BANDEJA CAFE PRETA,undefined
1802033,CURVA ELET. PVC ROSC,undefined
1802034,GAS R22 1KG,undefined
1802035,FEIJAO BRANCO GRANELLI TP 1,undefined
1802036,CERA PULIDORA ALTO BRILHO 20L,undefined
1802037,TIJOLO FURADO,undefined
1802038,AREIA GROSSA ,undefined
1802039,AREIA ARISCO,undefined
1802040,CIMENTO NASSAU,undefined
1802041,BOTA VAQ BIC A S/CAD C/C PTA,undefined
1802042,DISCO CORTE,undefined
1802043,CAPACETE,undefined
1802044,CH COMB,undefined
1802045,PROTETOR SEGURANCA,undefined
1802046,FURADEIRA,undefined
1802047,MARTELO BOLA,undefined
1802048,VAZADOR,undefined
1802049,MARTELO,undefined
1802050,ROL. SKF,undefined
1802051,GRAXA,undefined
1802052,RETENTOR,undefined
1802053,PEROL MAQSEC,undefined
1802054,COMP PC MIX LOGCL45L 01,undefined
1802055,TEXTURA ACRILICA,undefined
1802056,REGULADOR DE BRILHO,undefined
1802057,CIMENTO,undefined
1802058,PORC LCA,undefined
1802059,BACIA,undefined
1802060,ASSENTO ALMOF,undefined
1802061,REJUNTE CREME MARFIL FLEX REJUNTAMI,undefined
1802062,TUBO SOLDAVEL,undefined
1802063,COLA,undefined
1802064,TUBO FLEXIVEL,undefined
1802065,RESISTENCIA 5400W/220V,undefined
1802066,CHAVE GANGORRA,undefined
1802067,CLIPS,undefined
1802068,MARCA TEXTO,undefined
1802069,DESOD.AMBIENTAL,undefined
1802070,SABAO EM PO,undefined
1802071,VASSOURA,undefined
1802072,ALCOOL SANTA CRUZ,undefined
1802073,KIT 3X1 ANEL/PARAFUSO/ENGATE,undefined
1802074,FLUTUADORES,undefined
1802075,DENSIMETROS G1 G2 D2 A1 A2,undefined
1802076,TERMOMETRO ETANOL,undefined
1802077,PROVETA DE 100ML,undefined
1802078,ADESIVO PARA TERMODENSIMETRO,undefined
1802079,ADESIVOS RESOLUCAO 44 ANP,undefined
1802080,ADESIVOS RESOLUCAO 57 ANP,undefined
1802081,CAMISA SOCIAL FEMININA AMARELA,undefined
1802082,CALÇA PROFISSIONAL FEMININA PRETO,undefined
1802083,BONE PROFISSIONAL PRETO UNICO,undefined
1802084,CERAMICA,undefined
1802085,CERAMICA BIANCO,undefined
1802086,ARGAMASSA,undefined
1802087,TIJOLO BRANCO 19X9X3 TRAIRI,undefined
1802088,TIJOLO BRANCO,undefined
1802089,PERFIL PVC 22MM C RL20M REHAU,undefined
1802090,TRILHO TELESCOPICO HAFELE 350MM,undefined
1802091,COLA FORMICA GL,undefined
1802092,PERFIL PVC 100MM BRANCO TX RL20MM R,undefined
1802093,PERFIL PVC 19MM BRANCO DIAM FL RL20,undefined
1802094,CAFE,undefined
1802095,ACUCAR,undefined
1802096,LEITE EM PO PIRACAJUBA 200GR,undefined
1802097,DISJUNTOR TRIP,undefined
1802098,TE ESGOTO 100MM,undefined
1802099,CAIXA SIFONADA,undefined
1802100,JOELHO 90 ESGOTO 50MM,undefined
1802101,TE ESGOTO 50MM,undefined
1802102,REGISTRO PRESSAO VEDANTE,undefined
1546332,TRAFO CORRENTE 15KV 10B100  100/5,undefined
1802103,REGISTRO GAVETA 25,undefined
1802104,COLA ADESIVA,undefined
1802105,ENGATE DE 40 CM,undefined
1802106,PLUG ROSCA,undefined
1802107,JOELHO 45 SOLDAVEL,undefined
1802108,TE SOLDAVEL,undefined
1802109,CABO 2,5 PECA AZUL,undefined
1802110,ELETROODUTO FLEXIVEL,undefined
1802111,INTERRUPOTOR+TOMADA,undefined
1802112,INTERRUPTOR DUPLO,undefined
1802113,CAIXA QUADRADA,undefined
1802114,CABO 2X2,5,undefined
1802115,FITA ISOLANTE,undefined
1802116,TOMADA DUPLA ,undefined
1802117,PLASTICO BOLHA,undefined
1802118,CHAPA PRETA,undefined
1802119,CHAPA GALV,undefined
1802120,PLACA 3 POSTOS,undefined
1802121,TORN 2190 AUTOMAT,undefined
1802122,1 MOD.P/TOM.2P+T,undefined
1802123,INTER.SIMPLES HORIZONTAL,undefined
1802124,1 MOD.P/INT.SIMPLES,undefined
1802125,PROJETOR,undefined
1802126,MDF 15MM,undefined
1802127,MANGUEIRA TERMOPLASTICA,undefined
1802128,PUX. ITALT LINE,undefined
1802129,PROTETORES DE RESPINGO NR-20,undefined
1802130,ADESIVO BENZENO PORT.MTPS 1.109,undefined
1802131,ADESIVOS GNV (12 NOVICIDADE; 12 PRO,undefined
